,match_id,WTA,player,date,rankdist,wikibuzz,outcome,inverse_best,inverse_b365,inverse_avg
0,1540,34,Sloane_Stephens,2016-07-02,-0.03751803751803752,-1.6136578516739744,1,0.8264462809917356,0.8620689655172414,0.8547008547008548
1,1541,34,Timea_Bacsinszky,2016-07-02,-0.06963249516441006,-0.1794618122218432,1,0.7462686567164178,0.78125,0.7751937984496123
2,1542,34,Ekaterina_Makarova,2016-07-02,0.07142857142857144,1.0917488437431273,1,0.3194888178913738,0.36363636363636365,0.3472222222222222
3,1545,34,Misaki_Doi,2016-07-02,-0.0028643036161833148,0.14791623173751,1,0.5847953216374269,0.6211180124223602,0.6097560975609756
4,1546,34,Angelique_Kerber,2016-07-02,-0.2408256880733945,-0.05011613121453595,1,0.8771929824561404,0.9090909090909091,0.9090909090909091
5,1547,34,Lucie_Safarova,2016-07-02,-0.026418242491657397,-3.8295467836039077,1,0.641025641025641,0.7142857142857143,0.7299270072992701
6,1548,34,Simona_Halep,2016-07-02,-0.1642857142857143,-2.214593549874283,1,0.6622516556291391,0.6944444444444444,0.6944444444444444
7,1549,34,Yaroslava_Shvedova,2016-07-02,0.0019290123456790122,-0.3660470412056336,1,0.29940119760479045,0.3076923076923077,0.3215434083601286
8,1550,34,Madison_Keys,2016-07-02,-0.09471766848816028,1.841631299268228,1,0.7751937984496123,0.8771929824561404,0.8695652173913044
9,1551,34,Dominika_Cibulkova,2016-07-02,-0.034722222222222224,-1.4725463405284114,1,0.6060606060606061,0.6369426751592356,0.6289308176100629
10,1552,34,Agnieszka_Radwanska,2016-07-02,-0.32456140350877194,-2.1704133198855624,1,0.8333333333333334,0.8620689655172414,0.8620689655172414
11,1553,34,Anastasia_Pavlyuchenkova,2016-07-03,0.047430830039525695,-0.059767186588222776,1,0.3225806451612903,0.3333333333333333,0.3448275862068966
12,1554,34,Svetlana_Kuznetsova,2016-07-03,-0.02597402597402597,-0.5481526742646996,1,0.5747126436781609,0.6369426751592356,0.6024096385542169
13,1555,34,Elena_Vesnina,2016-07-03,-0.015555555555555555,-3.1939781362165194,1,0.8064516129032259,0.8333333333333334,0.8333333333333334
14,1556,34,Coco_Vandeweghe,2016-07-03,0.10952380952380952,0.972736117318735,1,0.7518796992481203,0.78125,0.7874015748031495
15,1557,34,Serena_Williams,2016-07-03,-0.9767441860465116,-1.2502356345398344,1,0.9259259259259258,0.9433962264150942,0.9433962264150942
16,1558,34,Ekaterina_Makarova,2016-07-03,0.009890109890109893,2.462037309426684,1,0.48780487804878053,0.5,0.5208333333333334
17,1559,34,Angelique_Kerber,2016-07-04,-0.22959183673469388,-1.7800464565883727,1,0.819672131147541,0.8333333333333334,0.8333333333333334
18,1560,34,Anastasia_Pavlyuchenkova,2016-07-04,-0.010144927536231883,-2.607334256573186,1,0.2386634844868735,0.25,0.2631578947368421
19,1561,34,Dominika_Cibulkova,2016-07-04,0.2777777777777778,0.9837320126696875,1,0.4424778761061947,0.45454545454545453,0.4566210045662101
20,1562,34,Simona_Halep,2016-07-04,-0.0888888888888889,-2.0864159733162015,1,0.45454545454545453,0.47619047619047616,0.4854368932038835
21,1563,34,Yaroslava_Shvedova,2016-07-04,0.02406609195402299,2.2306176853394346,1,0.4347826086956522,0.47619047619047616,0.47619047619047616
22,1564,34,Elena_Vesnina,2016-07-04,0.00857142857142857,0.3901028545724121,1,0.3460207612456747,0.36363636363636365,0.37037037037037035
23,1565,34,Serena_Williams,2016-07-04,-0.9285714285714286,-1.2560569593808344,1,0.8547008547008548,0.8928571428571428,0.8849557522123894
24,1566,34,Venus_Williams,2016-07-04,-0.04166666666666667,0.8299151567314689,1,0.5555555555555556,0.6024096385542169,0.5813953488372093
25,1567,34,Angelique_Kerber,2016-07-05,-0.04999999999999999,-0.11057467536447607,1,0.5555555555555556,0.5813953488372093,0.5747126436781609
26,1568,34,Venus_Williams,2016-07-05,-0.11458333333333333,-0.6194148270571964,1,0.6024096385542169,0.6369426751592356,0.625
27,1569,34,Serena_Williams,2016-07-05,-0.9565217391304348,-1.086191182695702,1,0.9090909090909091,0.9259259259259258,0.9259259259259258
28,1570,34,Elena_Vesnina,2016-07-05,0.03555555555555555,0.9294767537456763,1,0.30303030303030304,0.3333333333333333,0.33222591362126247
29,1571,34,Serena_Williams,2016-07-07,-0.98,-2.4025154687658143,1,0.9090909090909091,0.9259259259259258,0.9259259259259258
30,1572,34,Angelique_Kerber,2016-07-07,-0.125,-0.09803061134260771,1,0.7299270072992701,0.7518796992481203,0.7462686567164178
31,1573,34,Serena_Williams,2016-07-09,-0.75,-1.6074876549893524,1,0.7407407407407407,0.8,0.7936507936507936
